Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
VOLKSWAGEN,PASSAT WAGON,STATION WAGON - MID-SIZE,1.8,4,AS5,Z,12.5,8.5,10.7,26,246
VOLKSWAGEN,PASSAT WAGON,STATION WAGON - MID-SIZE,1.8,4,M5,Z,12.1,8.3,10.4,27,239
VOLKSWAGEN,PASSAT WAGON,STATION WAGON - MID-SIZE,2.8,6,AS5,Z,14.4,9.8,12.3,23,283
VOLKSWAGEN,PASSAT WAGON,STATION WAGON - MID-SIZE,2.8,6,M5,Z,13.4,9.1,11.5,25,265
VOLKSWAGEN,PASSAT WAGON TDI DIESEL,STATION WAGON - MID-SIZE,2,4,AS5,D,10,6.8,8.6,33,232
VOLKSWAGEN,PHAETON,FULL-SIZE,4.2,8,AS6,Z,16.7,11.4,14.3,20,329
VOLKSWAGEN,PHAETON,FULL-SIZE,6,12,AS5,Z,21.2,13.5,17.7,16,407
VOLKSWAGEN,TOUAREG,SUV,3.2,6,AS6,Z,16.3,12.1,14.4,20,331
VOLKSWAGEN,TOUAREG,SUV,4.2,8,AS6,Z,19.1,13.8,16.8,17,386
VOLKSWAGEN,TOUAREG TDI DIESEL,SUV,5,10,AS6,D,15.4,10.9,13.4,21,362
VOLVO,S40,COMPACT,2.4,5,AS5,Z,12.2,8.7,10.6,27,244
VOLVO,S40,COMPACT,2.4,5,M5,Z,12.3,8.8,10.7,26,246
VOLVO,S40 2.5T AWD TURBO,COMPACT,2.5,5,AS5,Z,13.3,9.5,11.6,24,267
VOLVO,S40 2.5T AWD TURBO,COMPACT,2.5,5,M6,Z,13.6,9.5,11.8,24,271
VOLVO,S40 2.5T TURBO,COMPACT,2.5,5,AS5,Z,12.6,8.7,10.8,26,248
VOLVO,S40 2.5T TURBO,COMPACT,2.5,5,M6,Z,12.2,8.2,10.4,27,239
VOLVO,S60,COMPACT,2.4,5,A5,Z,12.6,8.9,10.9,26,251
VOLVO,S60,COMPACT,2.4,5,M5,Z,12.3,8.8,10.7,26,246
VOLVO,S60 2.4T TURBO,COMPACT,2.4,5,AS5,Z,13,8.9,11.2,25,258
VOLVO,S60 2.4T TURBO,COMPACT,2.4,5,M6,Z,12.9,9.3,11.2,25,258
VOLVO,S60 2.5T AWD TURBO,COMPACT,2.5,5,AS5,Z,13.8,9.8,12,24,276
VOLVO,S60 2.5T TURBO,COMPACT,2.5,5,A5,Z,12.6,8.7,10.8,26,248
VOLVO,S60 R AWD TURBO,COMPACT,2.5,5,AS5,Z,14.8,10.5,12.9,22,297
VOLVO,S60 R AWD TURBO,COMPACT,2.5,5,M6,Z,14.5,10.4,12.6,22,290
VOLVO,S80 2.5T AWD TURBO,MID-SIZE,2.5,5,A5,Z,13.8,9.8,12,24,276
VOLVO,S80 2.5T TURBO,MID-SIZE,2.5,5,A5,Z,12.8,8.7,10.9,26,251
VOLVO,S80 T6 TURBO,MID-SIZE,2.9,6,AS4,Z,14.5,9.7,12.3,23,283
VOLVO,V50,STATION WAGON - SMALL,2.4,5,AS5,Z,12.2,8.7,10.6,27,244
VOLVO,V50,STATION WAGON - SMALL,2.4,5,M5,Z,12.3,8.8,10.7,26,246
VOLVO,V50 2.5T AWD TURBO,STATION WAGON - SMALL,2.5,5,AS5,Z,13.8,9.8,12,24,276
VOLVO,V50 2.5T AWD TURBO,STATION WAGON - SMALL,2.5,5,M6,Z,13.6,9.5,11.8,24,271
VOLVO,V50 2.5T TURBO,STATION WAGON - SMALL,2.5,5,AS5,Z,12.6,8.7,10.8,26,248
VOLVO,V50 2.5T TURBO,STATION WAGON - SMALL,2.5,5,M6,Z,12.2,8.2,10.4,27,239
VOLVO,V70,STATION WAGON - MID-SIZE,2.4,5,A5,Z,12.8,9.1,11.1,25,255
VOLVO,V70,STATION WAGON - MID-SIZE,2.4,5,M5,Z,12.3,8.8,10.7,26,246
VOLVO,V70 2.4T TURBO,STATION WAGON - MID-SIZE,2.4,5,AS5,Z,13.6,9.8,11.9,24,274
VOLVO,V70 2.4T TURBO,STATION WAGON - MID-SIZE,2.4,5,M6,Z,13.5,9.7,11.8,24,271
VOLVO,V70 2.5T AWD TURBO,STATION WAGON - MID-SIZE,2.5,5,AS5,Z,13.8,9.8,12,24,276
VOLVO,V70 2.5T TURBO,STATION WAGON - MID-SIZE,2.5,5,AS5,Z,12.8,8.7,10.9,26,251
VOLVO,V70 R AWD TURBO,STATION WAGON - MID-SIZE,2.5,5,AS5,Z,14.8,10.5,12.9,22,297
VOLVO,V70 R AWD TURBO,STATION WAGON - MID-SIZE,2.5,5,M6,Z,14.5,10.4,12.6,22,290
VOLVO,XC70 AWD TURBO,SUV,2.5,5,AS5,Z,14.5,10.5,12.7,22,292
VOLVO,XC90 2.5T AWD TURBO,SUV,2.5,5,AS5,Z,15.5,11.7,13.8,20,317
VOLVO,XC90 2.5T TURBO,SUV,2.5,5,AS5,Z,14.9,11.2,13.2,21,304
VOLVO,XC90 T6 AWD TURBO,SUV,2.9,6,AS4,Z,17.3,12.5,15.1,19,347
ACURA,CSX,COMPACT,2,4,AS5,X,10.9,7.8,9.5,30,219
ACURA,CSX,COMPACT,2,4,M5,X,10,7.6,8.9,32,205
ACURA,MDX 4X4,SUV,3.5,6,A5,Z,15.9,11.1,13.7,21,315
ACURA,RL,MID-SIZE,3.5,6,AS5,Z,14.5,9.9,12.4,23,285
ACURA,RSX,SUBCOMPACT,2,4,AS5,X,10.6,7.6,9.3,30,214
ACURA,RSX,SUBCOMPACT,2,4,M5,X,9.9,7.6,8.9,32,205
ACURA,RSX,SUBCOMPACT,2,4,M6,Z,11.8,8.3,10.2,28,235
ACURA,TL,MID-SIZE,3.2,6,AS5,Z,13.3,8.9,11.3,25,260
ACURA,TL,MID-SIZE,3.2,6,M6,Z,13.3,8.9,11.3,25,260
ACURA,TSX,COMPACT,2.4,4,AS5,Z,11.9,8.3,10.3,27,237
ACURA,TSX,COMPACT,2.4,4,M6,Z,12.2,8.6,10.6,27,244
AUDI,A3,STATION WAGON - SMALL,2,4,AS6,Z,10.8,8.2,9.6,29,221
AUDI,A3,STATION WAGON - SMALL,2,4,M6,Z,11.4,8.2,10,28,230
AUDI,A4,COMPACT,2,4,AV,Z,11.2,8,9.7,29,223
AUDI,A4,COMPACT,2,4,M6,Z,11.5,7.4,9.7,29,223
AUDI,A4 AVANT QUATTRO,STATION WAGON - SMALL,2,4,AS6,Z,12.2,8.6,10.6,27,244
AUDI,A4 AVANT QUATTRO,STATION WAGON - SMALL,2,4,M6,Z,12,8.3,10.4,27,239
AUDI,A4 AVANT QUATTRO,STATION WAGON - SMALL,3.1,6,AS6,Z,13.8,9.6,11.9,24,274
AUDI,A4 CABRIOLET QUATTRO,SUBCOMPACT,3,6,AS5,Z,14.8,10.2,12.7,22,292
AUDI,A4 QUATTRO,COMPACT,2,4,AS6,Z,12.2,8.6,10.6,27,244
AUDI,A4 QUATTRO,COMPACT,2,4,M6,Z,12,8.3,10.4,27,239
AUDI,A4 QUATTRO,COMPACT,3.1,6,AS6,Z,13.8,9.6,11.9,24,274
AUDI,A6 AVANT QUATTRO,STATION WAGON - MID-SIZE,3.1,6,AS6,Z,14.5,9.7,12.3,23,283
AUDI,A6 QUATTRO,MID-SIZE,3.1,6,AS6,Z,13.8,9.6,11.9,24,274
AUDI,A6 QUATTRO,MID-SIZE,4.2,8,AS6,Z,15.2,11,13.3,21,306
AUDI,A8,MID-SIZE,4.2,8,AS6,Z,15,10.5,13,22,299
AUDI,A8L,FULL-SIZE,4.2,8,AS6,Z,15,10.5,13,22,299
AUDI,A8L,FULL-SIZE,6,12,AS6,Z,17.8,12.3,15.3,18,352
AUDI,S4,COMPACT,4.2,8,AS6,Z,17,11.1,14.3,20,329
AUDI,S4,COMPACT,4.2,8,M6,Z,17.6,12,15.1,19,347
AUDI,S4 AVANT,STATION WAGON - SMALL,4.2,8,AS6,Z,17,11.1,14.3,20,329
AUDI,S4 AVANT,STATION WAGON - SMALL,4.2,8,M6,Z,17.6,12,15.1,19,347
AUDI,S4 CABRIOLET,SUBCOMPACT,4.2,8,AS6,Z,17.2,11.4,14.6,19,336
AUDI,S4 CABRIOLET,SUBCOMPACT,4.2,8,M6,Z,17.6,12,15.1,19,347
AUDI,TT COUPE QUATTRO,MINICOMPACT,1.8,4,M6,Z,13.2,9,11.3,25,260
AUDI,TT COUPE QUATTRO,MINICOMPACT,3.2,6,AS6,Z,13.8,9.8,12,24,276
AUDI,TT ROADSTER QUATTRO,TWO-SEATER,1.8,4,M6,Z,13.2,9,11.3,25,260
AUDI,TT ROADSTER QUATTRO,TWO-SEATER,3.2,6,AS6,Z,14.2,10.1,12.3,23,283
BENTLEY,ARNAGE,MID-SIZE,6.7,8,A4,Z,25.1,17.4,21.6,13,497
BENTLEY,ARNAGE LWB,FULL-SIZE,6.7,8,A4,Z,25.1,17.4,21.6,13,497
BENTLEY,CONTINENTAL FLYING SPUR,MID-SIZE,6,12,AS6,Z,23.3,14.2,19.2,15,442
BENTLEY,CONTINENTAL GT,COMPACT,6,12,AS6,Z,22.4,13.6,18.5,15,426
BMW,323I,COMPACT,2.5,6,A6,Z,12.7,8,10.6,27,244
BMW,323I,COMPACT,2.5,6,M6,Z,12.6,8.2,10.6,27,244
BMW,325CI,SUBCOMPACT,3,6,A6,Z,13.8,9.5,11.9,24,274
BMW,325CI,SUBCOMPACT,3,6,M6,Z,13.1,8.7,11.1,25,255
BMW,325CI CONVERTIBLE,MINICOMPACT,2.5,6,A5,Z,14.3,9.7,12.2,23,281
BMW,325CI CONVERTIBLE,MINICOMPACT,2.5,6,M5,Z,14.2,9.5,12.1,23,278
BMW,325I,COMPACT,3,6,A6,Z,12.8,8.6,10.9,26,251
BMW,325I,COMPACT,3,6,M6,Z,12.9,8.2,10.8,26,248
BMW,325XI,COMPACT,3,6,A6,Z,13.3,9.3,11.5,25,265
BMW,325XI,COMPACT,3,6,M6,Z,13.5,9,11.5,25,265
BMW,325XI SPORT WAGON,STATION WAGON - SMALL,3,6,A6,Z,13.2,9.4,11.5,25,265
BMW,325XI SPORT WAGON,STATION WAGON - SMALL,3,6,M6,Z,13.6,9.3,11.7,24,269
BMW,330CI,SUBCOMPACT,3,6,A6,Z,13.8,9.5,11.9,24,274
BMW,330CI,SUBCOMPACT,3,6,M6,Z,13,8.5,10.9,26,251
BMW,330CI CONVERTIBLE,MINICOMPACT,3,6,A6,Z,14.4,10.1,12.4,23,285
BMW,330CI CONVERTIBLE,MINICOMPACT,3,6,M6,Z,13.6,9,11.6,24,267
BMW,330I,COMPACT,3,6,A6,Z,12.9,8.7,11,26,253
BMW,330I,COMPACT,3,6,M6,Z,12.9,8.5,10.9,26,251
BMW,330XI,COMPACT,3,6,A6,Z,13.2,9.4,11.5,25,265
BMW,330XI,COMPACT,3,6,M6,Z,13.5,9,11.5,25,265
BMW,525I,MID-SIZE,3,6,A6,Z,12.9,8.7,11,26,253
BMW,525I,MID-SIZE,3,6,M6,Z,12.9,8.5,10.9,26,251
BMW,525XI,MID-SIZE,3,6,A6,Z,13.2,9.4,11.5,25,265
BMW,525XI,MID-SIZE,3,6,M6,Z,13.5,9,11.5,25,265
BMW,530I,MID-SIZE,3,6,A6,Z,12.9,8.7,11,26,253
BMW,530I,MID-SIZE,3,6,M6,Z,12.9,8.5,10.9,26,251
BMW,530XI,MID-SIZE,3,6,A6,Z,13.2,9.4,11.5,25,265
BMW,530XI,MID-SIZE,3,6,M6,Z,13.6,9.3,11.7,24,269
BMW,530XI SPORT WAGON,STATION WAGON - MID-SIZE,3,6,A6,Z,13.2,9.4,11.5,25,265
BMW,530XI SPORT WAGON,STATION WAGON - MID-SIZE,3,6,M6,Z,13.6,9.3,11.7,24,269
BMW,550I,MID-SIZE,4.8,8,A6,Z,14.8,9.8,12.6,22,290
BMW,550I,MID-SIZE,4.8,8,AM6,Z,16.5,11.4,14.2,20,327
BMW,550I,MID-SIZE,4.8,8,M6,Z,16.5,11,14,20,322
BMW,650CI,SUBCOMPACT,4.8,8,A6,Z,14.8,9.8,12.6,22,290
BMW,650CI,SUBCOMPACT,4.8,8,AM6,Z,16.5,11.4,14.2,20,327
BMW,650CI,SUBCOMPACT,4.8,8,M6,Z,16.5,11,14,20,322
BMW,650CI CONVERTIBLE,SUBCOMPACT,4.8,8,A6,Z,15.4,10.3,13.1,22,301
BMW,650CI CONVERTIBLE,SUBCOMPACT,4.8,8,AM6,Z,17.4,11.8,14.9,19,343
BMW,650CI CONVERTIBLE,SUBCOMPACT,4.8,8,M6,Z,18,11.8,15.2,19,350
BMW,750I,FULL-SIZE,4.8,8,A6,Z,15.4,10.3,13.1,22,301
BMW,750LI,FULL-SIZE,4.8,8,A6,Z,15.4,10.3,13.1,22,301
BMW,760I,FULL-SIZE,6,12,A6,Z,17.6,11.2,14.7,19,338
BMW,760LI,FULL-SIZE,6,12,A6,Z,17.6,11.2,14.7,19,338
BMW,M3,SUBCOMPACT,3.2,6,AM6,Z,14.9,10.4,12.9,22,297
BMW,M3,SUBCOMPACT,3.2,6,M6,Z,16.2,10.6,13.7,21,315
BMW,M3 CONVERTIBLE,MINICOMPACT,3.2,6,AM6,Z,15.4,11.2,13.5,21,311
BMW,M3 CONVERTIBLE,MINICOMPACT,3.2,6,M6,Z,16.6,11.1,14.1,20,324
BMW,M5,MID-SIZE,5,10,AM7,Z,20,12.9,16.8,17,386
BMW,X3,SUV,2.5,6,A5,Z,15.7,10.9,13.5,21,311
BMW,X3,SUV,2.5,6,M6,Z,15.2,10.5,13.1,22,301
BMW,X3,SUV,3,6,A5,Z,16.5,11,14,20,322
BMW,X3,SUV,3,6,M6,Z,15.4,10.4,13.2,21,304
BMW,X5,SUV,3,6,A6,Z,16.6,12.2,14.6,19,336
BMW,X5,SUV,3,6,M6,Z,17.7,11.9,15.1,19,347
BMW,X5,SUV,4.4,8,A6,Z,16.5,11.7,14.3,20,329
BMW,X5 4.8IS,SUV,4.8,8,A6,Z,16.4,11.9,14.4,20,331
BUICK,ALLURE,MID-SIZE,3.6,6,A4,X,13.9,9.5,11.9,24,274
BUICK,ALLURE,MID-SIZE,3.8,6,A4,X,13.7,8.7,11.5,25,265
BUICK,LUCERNE,FULL-SIZE,3.8,6,A4,X,13.7,8.7,11.5,25,265
BUICK,LUCERNE,FULL-SIZE,4.6,8,A4,X,15.4,10.3,13.1,22,301
BUICK,RAINIER AWD,SUV,4.2,6,A4,X,17.6,12.9,15.5,18,357
BUICK,RAINIER AWD,SUV,5.3,8,A4,X,17.1,12,14.8,19,340
BUICK,RENDEZVOUS,SUV,3.5,6,A4,X,14.2,10.1,12.3,23,283
BUICK,RENDEZVOUS,SUV,3.6,6,A4,X,14.5,10.1,12.5,23,288
BUICK,RENDEZVOUS AWD,SUV,3.5,6,A4,X,15,11,13.2,21,304
BUICK,RENDEZVOUS AWD,SUV,3.6,6,A4,X,14.5,10.1,12.5,23,288
BUICK,TERRAZA,MINIVAN,3.5,6,A4,X,14.5,10.3,12.6,22,290
BUICK,TERRAZA,MINIVAN,3.9,6,A4,X,14.7,10.1,12.6,22,290
BUICK,TERRAZA AWD,MINIVAN,3.5,6,A4,X,15.4,11.2,13.5,21,311
CADILLAC,CTS,MID-SIZE,2.8,6,AS5,X,14.7,9.6,12.4,23,285
CADILLAC,CTS,MID-SIZE,2.8,6,M6,X,15.2,9.5,12.6,22,290
CADILLAC,CTS,MID-SIZE,3.6,6,AS5,X,14.7,10.2,12.7,22,292
CADILLAC,CTS,MID-SIZE,3.6,6,M6,X,15.7,9.7,13,22,299
CADILLAC,CTS,MID-SIZE,6,8,M6,Z,17.1,10.9,14.3,20,329
CADILLAC,DTS,FULL-SIZE,4.6,8,A4,X,15.4,10.3,13.1,22,301
CADILLAC,ESCALADE AWD,SUV,6,8,A4,Z,19.1,14.6,17.1,17,393
CADILLAC,ESCALADE ESV AWD,SUV,6,8,A4,Z,19.1,14.6,17.1,17,393
CADILLAC,ESCALADE EXT AWD,PICKUP TRUCK - STANDARD,6,8,A4,Z,19.1,14.6,17.1,17,393
CADILLAC,SRX,SUV,3.6,6,AS5,X,16.2,10.7,13.7,21,315
CADILLAC,SRX,SUV,4.6,8,AS5,Z,17.9,10.7,14.7,19,338
CADILLAC,SRX AWD,SUV,3.6,6,AS5,X,16.9,11.4,14.4,20,331
CADILLAC,SRX AWD,SUV,4.6,8,AS5,Z,17.9,11.2,14.9,19,343
CADILLAC,STS,MID-SIZE,3.6,6,AS5,X,14.7,10.2,12.7,22,292
CADILLAC,STS,MID-SIZE,4.6,8,AS5,Z,15.7,10.1,13.2,21,304
CADILLAC,STS AWD,MID-SIZE,3.6,6,AS5,X,15.4,10.3,13.1,22,301
CADILLAC,STS AWD,MID-SIZE,4.6,8,AS5,Z,16.3,11.1,13.9,20,320
CADILLAC,XLR,TWO-SEATER,4.6,8,AS5,Z,15.7,10.1,13.2,21,304
CHEVROLET,AVEO,SUBCOMPACT,1.6,4,A4,X,11.1,7.5,9.5,30,219
CHEVROLET,AVEO,SUBCOMPACT,1.6,4,M5,X,10.4,7.4,9.1,31,209
CHEVROLET,C1500 AVALANCHE,PICKUP TRUCK - STANDARD,5.3,8,A4,X,18,14.1,16.2,17,373
CHEVROLET,C1500 AVALANCHE FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,X,18.4,13.5,16.2,17,373
CHEVROLET,C1500 AVALANCHE FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,E,24.2,18,21.4,13,342
CHEVROLET,C1500 SILVERADO,PICKUP TRUCK - STANDARD,4.3,6,A4,X,16.6,12.3,14.7,19,338
CHEVROLET,C1500 SILVERADO,PICKUP TRUCK - STANDARD,4.3,6,M5,X,16.9,11.9,14.7,19,338
CHEVROLET,C1500 SILVERADO,PICKUP TRUCK - STANDARD,4.8,8,A4,X,16,12.1,14.2,20,327
CHEVROLET,C1500 SILVERADO,PICKUP TRUCK - STANDARD,4.8,8,M5,X,16.3,11.8,14.2,20,327
CHEVROLET,C1500 SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A4,X,16.5,12.6,14.7,19,338
CHEVROLET,C1500 SILVERADO,PICKUP TRUCK - STANDARD,6,8,A4,Z,17.3,12.9,15.3,18,352
CHEVROLET,C1500 SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,X,16.5,12.1,14.5,19,334
CHEVROLET,C1500 SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,E,21.7,15.9,19.1,15,306
CHEVROLET,C1500 SILVERADO HYBRID,PICKUP TRUCK - STANDARD,5.3,8,A4,X,14.8,12.2,13.6,21,313
CHEVROLET,C1500 SUBURBAN,SUV,5.3,8,A4,X,17.7,12.8,15.5,18,357
CHEVROLET,C1500 SUBURBAN FFV,SUV,5.3,8,A4,X,18.4,13.5,16.2,17,373
CHEVROLET,C1500 SUBURBAN FFV,SUV,5.3,8,A4,E,24.2,18,21.4,13,342
CHEVROLET,C1500 TAHOE,SUV,4.8,8,A4,X,16.8,12.7,15,19,345
CHEVROLET,C1500 TAHOE,SUV,5.3,8,A4,X,17.7,12.8,15.5,18,357
CHEVROLET,C1500 TAHOE FFV,SUV,5.3,8,A4,X,18.4,13.7,16.3,17,375
CHEVROLET,C1500 TAHOE FFV,SUV,5.3,8,A4,E,24.2,18.2,21.5,13,344
CHEVROLET,COBALT,SUBCOMPACT,2,4,M5,Z,11.5,8.7,10.2,28,235
CHEVROLET,COBALT,SUBCOMPACT,2.2,4,A4,X,10.9,8,9.6,29,221
CHEVROLET,COBALT,SUBCOMPACT,2.2,4,M5,X,10.9,7.3,9.3,30,214
CHEVROLET,COBALT,SUBCOMPACT,2.4,4,A4,Z,10.6,7.9,9.4,30,216
CHEVROLET,COBALT,SUBCOMPACT,2.4,4,M5,Z,10.8,7.5,9.3,30,214
CHEVROLET,COLORADO,PICKUP TRUCK - STANDARD,2.8,4,A4,X,15.4,10.9,13.4,21,308
CHEVROLET,COLORADO,PICKUP TRUCK - STANDARD,2.8,4,M5,X,13.7,9.4,11.8,24,271
CHEVROLET,COLORADO,PICKUP TRUCK - STANDARD,3.5,5,A4,X,14,10.5,12.5,23,288
CHEVROLET,COLORADO,PICKUP TRUCK - STANDARD,3.5,5,M5,X,14.6,10.2,12.6,22,290
CHEVROLET,COLORADO 4X4,PICKUP TRUCK - STANDARD,2.8,4,A4,X,16,11.3,13.9,20,320
CHEVROLET,COLORADO 4X4,PICKUP TRUCK - STANDARD,2.8,4,M5,X,15.4,11,13.4,21,308
CHEVROLET,COLORADO 4X4,PICKUP TRUCK - STANDARD,3.5,5,A4,X,14.9,11.4,13.3,21,306
CHEVROLET,COLORADO 4X4,PICKUP TRUCK - STANDARD,3.5,5,M5,X,15,11.2,13.3,21,306
CHEVROLET,COLORADO CHASSIS CAB,PICKUP TRUCK - STANDARD,3.5,5,A4,X,15.6,11.4,13.7,21,315
CHEVROLET,COLORADO CREW CAB,PICKUP TRUCK - STANDARD,2.8,4,A4,X,15.5,10.9,13.4,21,308
CHEVROLET,COLORADO CREW CAB,PICKUP TRUCK - STANDARD,2.8,4,M5,X,13.7,9.4,11.8,24,271
CHEVROLET,COLORADO CREW CAB,PICKUP TRUCK - STANDARD,3.5,5,A4,X,14,10.6,12.5,23,288
CHEVROLET,COLORADO CREW CAB 4X4,PICKUP TRUCK - STANDARD,2.8,4,A4,X,16,11.3,13.9,20,320
CHEVROLET,COLORADO CREW CAB 4X4,PICKUP TRUCK - STANDARD,2.8,4,M5,X,15.4,11,13.4,21,308
CHEVROLET,COLORADO CREW CAB 4X4,PICKUP TRUCK - STANDARD,3.5,5,A4,X,15.4,11.8,13.8,20,317
CHEVROLET,CORVETTE,TWO-SEATER,6,8,AS6,Z,15.4,9.4,12.7,22,292
CHEVROLET,CORVETTE,TWO-SEATER,6,8,M6,Z,14.8,9,12.2,23,281
CHEVROLET,CORVETTE,TWO-SEATER,7,8,M6,Z,16,9.7,13.1,22,301
CHEVROLET,EPICA,MID-SIZE,2.5,6,A4,X,13.5,9.4,11.6,24,267
CHEVROLET,EQUINOX,SUV,3.4,6,A5,X,14.2,10.1,12.3,23,283
CHEVROLET,EQUINOX AWD,SUV,3.4,6,A5,X,14.7,10.6,12.9,22,297
CHEVROLET,G15 EXPRESS CARGO,VAN - CARGO,4.3,6,A4,X,18.2,13.8,16.2,17,373
CHEVROLET,G15 EXPRESS CARGO,VAN - CARGO,5.3,8,A4,X,16.5,12.6,14.7,19,338
CHEVROLET,G15 EXPRESS CARGO CONV,VAN - CARGO,4.3,6,A4,X,18.3,13.8,16.3,17,375
CHEVROLET,G15 EXPRESS CARGO CONV,VAN - CARGO,5.3,8,A4,X,18,14.1,16.2,17,373
CHEVROLET,G15 EXPRESS PASSENGER,VAN - PASSENGER,4.3,6,A4,X,17.4,13.1,15.5,18,357
CHEVROLET,G15 EXPRESS PASSENGER,VAN - PASSENGER,5.3,8,A4,X,18,14.1,16.2,17,373
CHEVROLET,H15 EXPRESS CARGO AWD,VAN - CARGO,5.3,8,A4,X,17.7,12.8,15.5,18,357
CHEVROLET,H15 EXPRESS CARGO AWD CONV,VAN - CARGO,5.3,8,A4,X,18.8,15.3,17.2,16,396
CHEVROLET,H15 EXPRESS PASSENGER AWD,VAN - PASSENGER,5.3,8,A4,X,18.8,15.3,17.2,16,396
CHEVROLET,HHR,SUV,2.2,4,A4,X,11.5,8.5,10.1,28,232
CHEVROLET,HHR,SUV,2.2,4,M5,X,11.5,7.6,9.8,29,225
CHEVROLET,HHR,SUV,2.4,4,A4,Z,11.6,8.1,10,28,230
CHEVROLET,HHR,SUV,2.4,4,M5,Z,11.8,8.3,10.2,28,235
CHEVROLET,IMPALA,FULL-SIZE,3.5,6,A4,X,12.8,8.3,10.8,26,248
CHEVROLET,IMPALA,FULL-SIZE,3.9,6,A4,X,13.6,9.4,11.7,24,269
CHEVROLET,IMPALA,FULL-SIZE,5.3,8,A4,Z,14.6,9.3,12.2,23,281
CHEVROLET,IMPALA FFV,FULL-SIZE,3.5,6,A4,X,12.8,8.3,10.8,26,248
CHEVROLET,IMPALA FFV,FULL-SIZE,3.5,6,A4,E,16.5,10.9,14,20,224
CHEVROLET,K1500 AVALANCHE 4X4,PICKUP TRUCK - STANDARD,5.3,8,A4,X,18.8,15.3,17.2,16,396
CHEVROLET,K1500 AVALANCHE FFV 4X4,PICKUP TRUCK - STANDARD,5.3,8,A4,X,19,14.5,17,17,391
CHEVROLET,K1500 AVALANCHE FFV 4X4,PICKUP TRUCK - STANDARD,5.3,8,A4,E,25.1,19.2,22.4,13,358
CHEVROLET,K1500 SILVERADO 4X4,PICKUP TRUCK - STANDARD,4.3,6,A4,X,17.4,13.8,15.8,18,363
CHEVROLET,K1500 SILVERADO 4X4,PICKUP TRUCK - STANDARD,4.3,6,M5,X,17.7,13,15.6,18,359
CHEVROLET,K1500 SILVERADO 4X4,PICKUP TRUCK - STANDARD,4.8,8,A4,X,17.1,13.3,15.4,18,354
CHEVROLET,K1500 SILVERADO 4X4,PICKUP TRUCK - STANDARD,4.8,8,M5,X,17.9,12.9,15.6,18,359
CHEVROLET,K1500 SILVERADO 4X4,PICKUP TRUCK - STANDARD,5.3,8,A4,X,17.6,13.3,15.6,18,359
CHEVROLET,K1500 SILVERADO 4X4,PICKUP TRUCK - STANDARD,6,8,A4,Z,18.8,15,17.1,17,393
CHEVROLET,K1500 SILVERADO FFV 4X4,PICKUP TRUCK - STANDARD,5.3,8,A4,X,17.1,13.3,15.4,18,354
CHEVROLET,K1500 SILVERADO FFV 4X4,PICKUP TRUCK - STANDARD,5.3,8,A4,E,22.4,17.4,20.2,14,323
CHEVROLET,K1500 SILVERADO HYBRID 4X4,PICKUP TRUCK - STANDARD,5.3,8,A4,X,16,13.3,14.7,19,338
CHEVROLET,K1500 SUBURBAN 4X4,SUV,5.3,8,A4,X,18.8,15.3,17.2,16,396
CHEVROLET,K1500 SUBURBAN AWD,SUV,6,8,A4,Z,19.1,14.6,17.1,17,393
CHEVROLET,K1500 SUBURBAN FFV 4X4,SUV,5.3,8,A4,X,19,14.5,17,17,391
CHEVROLET,K1500 SUBURBAN FFV 4X4,SUV,5.3,8,A4,E,25.1,19.2,22.4,13,358
CHEVROLET,K1500 TAHOE 4X4,SUV,5.3,8,A4,X,18.8,15.3,17.2,16,396
CHEVROLET,K1500 TAHOE FFV 4X4,SUV,5.3,8,A4,X,19,14.5,17,17,391
CHEVROLET,K1500 TAHOE FFV 4X4,SUV,5.3,8,A4,E,25.1,19.2,22.4,13,358
CHEVROLET,MALIBU,MID-SIZE,2.2,4,A4,X,11.3,8.1,9.9,29,228
CHEVROLET,MALIBU,MID-SIZE,3.5,6,A4,X,12,8.1,10.3,27,237
CHEVROLET,MALIBU,MID-SIZE,3.9,6,AS4,X,14.7,10.2,12.7,22,292
CHEVROLET,MALIBU MAXX,FULL-SIZE,3.5,6,A4,X,13,9.1,11.3,25,260
CHEVROLET,MALIBU MAXX,FULL-SIZE,3.9,6,AS4,X,14.7,10.2,12.7,22,292
CHEVROLET,MONTE CARLO,MID-SIZE,3.5,6,A4,X,12.5,8.2,10.5,27,242
CHEVROLET,MONTE CARLO,MID-SIZE,3.9,6,A4,X,13.3,9.3,11.5,25,265
CHEVROLET,MONTE CARLO,MID-SIZE,5.3,8,A4,Z,14.6,9.3,12.2,23,281
CHEVROLET,OPTRA,COMPACT,2,4,A4,X,12.5,8.5,10.7,26,246
CHEVROLET,OPTRA,COMPACT,2,4,M5,X,11.8,8.5,10.3,27,237
